family,arm,engine,seed,record,live_s,seed_mps2,true_bz_at_live_mps2,x_startup_rms_m,x_gated_rms_m,x_ref_gated_rms_m,y_startup_rms_m,y_gated_rms_m,y_ref_gated_rms_m,z_startup_rms_m,z_gated_rms_m,z_ref_gated_rms_m,z_peak_300_m,z_ref_startup_rms_m,roll_startup_rms_deg,roll_gated_rms_deg,pitch_startup_rms_deg,pitch_gated_rms_deg,yaw_startup_rms_deg,yaw_gated_rms_deg
OU-II,deployed,off,default,gerstner_H0.270,31.8377,nan,0.0482045,0.0200478,0.0155107,0.0159078,0.0143458,0.00970563,0,1.73509,0.0215092,0.078711,2.83387,0.0788203,0.0412883,0.164728,0.149055,0.144679,2.79679,2.05073
OU-II,deployed,off,default,gerstner_H1.500,31.8377,nan,0.0482045,0.16224,0.127029,0.301023,0.0657533,0.0698551,0,6.54023,0.134427,0.566316,10.9867,0.567006,0.0558768,0.167078,0.221499,0.173731,2.81078,2.15887
OU-II,deployed,off,default,gerstner_H4.000,32.8928,nan,0.0480436,0.642688,0.440159,1.07262,0.17621,0.165011,0,15.1872,0.347603,1.46764,28.9541,1.4709,0.0776572,0.179772,0.435263,0.124299,2.83166,2.01511
OU-II,deployed,off,default,gerstner_H8.500,36.0235,nan,0.0491264,1.99133,1.08813,2.55542,0.356915,0.32253,0,22.7932,0.722295,3.06514,44.0423,3.08196,0.0967229,0.186437,1.06859,0.191139,3.25421,2.14745
OU-II,deployed,off,default,cnoidal_H0.270,33.1829,nan,0.0480103,0.0310815,0.0309089,0.030964,0.0002651,0.00011026,0,0.132663,0.0501258,0.0522243,0.250722,0.052182,0.0347295,0.149622,0.17557,1.1822,2.8174,4.5789
OU-II,deployed,off,default,cnoidal_H1.500,35.8735,nan,0.0492018,0.234289,0.234322,0.230151,0.000600438,0.00115722,0,0.293928,0.271358,0.272238,0.552065,0.271661,0.0347052,0.154962,0.260103,2.02496,2.81114,6.71576
OU-II,deployed,off,default,cnoidal_H4.000,39.6393,nan,0.0497179,0.682635,0.682593,0.659043,0.00172873,0.00373195,0,0.771382,0.744813,0.713867,1.40239,0.710129,0.0347463,0.157992,0.527345,1.98377,3.56826,6.16706
OU-II,deployed,off,default,cnoidal_H8.500,36.5686,nan,0.0490855,1.44817,1.46642,1.41758,0.00209707,0.00294487,0,1.61137,1.61559,1.47381,2.80559,1.49164,0.0327208,0.179147,0.524419,0.918366,3.14581,2.91712
OU-II,deployed,off,default,fenton_H0.270,31.8377,nan,0.0482048,0.0190777,0.0154339,0.0158745,0.0133143,0.00963755,0,1.597,0.0214785,0.078717,2.66095,0.0787619,0.0391169,0.164919,0.146713,0.139163,2.81695,2.02692
OU-II,deployed,off,default,fenton_H1.500,31.8377,nan,0.0482048,0.160284,0.12603,0.299977,0.065083,0.0695075,0,6.53264,0.133549,0.566739,10.8793,0.566402,0.0574435,0.168687,0.187943,0.155625,2.77435,2.11218
OU-II,deployed,off,default,fenton_H4.000,32.5027,nan,0.048022,0.64193,0.435135,1.06918,0.163874,0.167854,0,14.9316,0.346064,1.46837,28.3381,1.471,0.0744288,0.176814,0.528588,0.206447,2.92473,2.21779
OU-II,deployed,off,default,fenton_H8.500,35.1533,nan,0.0490263,1.99123,1.08051,2.5493,0.306023,0.319873,0,21.3564,0.714113,3.06624,43.2664,3.08274,0.103311,0.192495,0.916725,0.149523,3.10055,2.06697
OU-II,deployed,off,default,jonswap_H0.270,31.8377,nan,0.0482045,0.0162841,0.00884713,0.00935647,0.0117171,0.00702703,0.00416604,1.68971,0.0162498,0.0534438,2.99396,0.0544531,0.0376127,0.225206,0.148792,0.146353,2.75082,0.510495
OU-II,deployed,off,default,jonswap_H1.500,31.8377,nan,0.0482045,0.089046,0.083732,0.164757,0.0523478,0.0598686,0.0717971,4.72065,0.0994352,0.390972,8.30617,0.352913,0.0598735,0.148317,0.161118,0.167814,2.88177,0.61942
OU-II,deployed,off,default,jonswap_H4.000,31.8377,nan,0.0482045,0.279159,0.269538,0.588407,0.19187,0.179963,0.311768,10.3312,0.253988,1.04309,18.0937,0.831127,0.0747349,0.157345,0.202688,0.185707,2.67989,0.697226
OU-II,deployed,off,default,jonswap_H8.500,31.8377,nan,0.0482045,0.733759,0.626421,1.3709,0.444398,0.443859,0.834738,22.3625,0.514007,2.15464,43.9217,1.74296,0.159322,0.215153,0.38686,0.206708,3.397,0.605529
OU-II,deployed,off,default,pmstokes_H0.270,31.8377,nan,0.0482045,0.016293,0.0085223,0.00881326,0.0117998,0.00682254,0.00430301,1.78489,0.0156789,0.0499133,3.20352,0.0498557,0.0379347,0.220575,0.148516,0.148294,2.73099,0.727103
OU-II,deployed,off,default,pmstokes_H1.500,31.8377,nan,0.0482045,0.0847764,0.0798419,0.15315,0.0516761,0.0576286,0.0700072,4.17638,0.0964737,0.385566,7.17974,0.347642,0.0589639,0.146003,0.162013,0.168928,2.85324,0.455309
OU-II,deployed,off,default,pmstokes_H4.000,31.8377,nan,0.0482045,0.272589,0.258694,0.560845,0.182601,0.176158,0.299666,9.56635,0.247944,1.04038,16.5239,0.84498,0.0801798,0.155275,0.210206,0.179942,2.50929,0.526083
OU-II,deployed,off,default,pmstokes_H8.500,31.8377,nan,0.0482045,0.794925,0.614415,1.35069,0.446266,0.425379,0.791527,19.3653,0.508253,2.16784,37.9263,1.78784,0.183981,0.228069,0.384963,0.218729,3.39114,0.505121
OU-II,deployed,off,11,gerstner_H0.270,31.8377,nan,-0.0240258,0.0147186,0.0153578,0.0159078,0.00990793,0.00893911,0,0.500881,0.0204762,0.078711,0.798188,0.0788203,0.320226,0.234887,0.213943,0.198849,3.25189,3.92284
OU-II,deployed,off,11,gerstner_H1.500,31.8377,nan,-0.0240258,0.147507,0.125119,0.301023,0.0568085,0.0628342,0,3.21911,0.130694,0.566316,5.37881,0.567006,0.332038,0.23463,0.274296,0.2196,3.31898,3.98895
OU-II,deployed,off,11,gerstner_H4.000,35.7534,nan,-0.0236822,0.630987,0.434473,1.07262,0.146785,0.152277,0,7.30039,0.342231,1.46764,13.9498,1.4709,0.345422,0.23776,0.709342,0.253372,3.72336,4.02581
OU-II,deployed,off,11,gerstner_H8.500,35.8134,nan,-0.0236467,2.09193,1.08234,2.55542,0.305889,0.304491,0,10.9653,0.718622,3.06514,22.3174,3.08196,0.367505,0.238178,1.0328,0.245396,3.61604,3.99097
OU-II,deployed,off,11,cnoidal_H0.270,31.8377,nan,-0.0240258,0.0310598,0.030908,0.030964,0.000113866,0.000111424,0,0.0559995,0.0501481,0.0522243,0.111162,0.052182,0.312239,0.2436,0.238475,1.22628,3.14251,5.8536
OU-II,deployed,off,11,cnoidal_H1.500,34.9933,nan,-0.0236104,0.234065,0.234278,0.230151,0.00072578,0.00135214,0,0.267651,0.271368,0.272238,0.492112,0.271661,0.314024,0.23767,0.277074,2.05658,3.18281,7.63807
OU-II,deployed,off,11,cnoidal_H4.000,38.8991,nan,-0.0232109,0.683576,0.682453,0.659043,0.0024946,0.00508799,0,0.713734,0.744823,0.713867,1.27613,0.710129,0.309386,0.242713,0.551544,2.04658,4.16661,8.09994
OU-II,deployed,off,11,cnoidal_H8.500,37.0587,nan,-0.0235439,1.45011,1.46607,1.41758,0.00467758,0.00551785,0,1.55232,1.61545,1.47381,2.44053,1.49164,0.307551,0.220902,0.540352,1.00873,4.82798,5.89085
OU-II,deployed,off,11,fenton_H0.270,31.8377,nan,-0.0240354,0.0146849,0.0153042,0.0158745,0.00995075,0.00890154,0,0.512008,0.0204765,0.078717,0.832677,0.0787619,0.320181,0.234951,0.214668,0.20155,3.2623,3.92746
OU-II,deployed,off,11,fenton_H1.500,31.8377,nan,-0.0240354,0.147192,0.124226,0.299977,0.0582235,0.0633669,0,3.19431,0.13001,0.566739,5.37508,0.566402,0.329808,0.233337,0.241197,0.228222,3.30385,4.01176
OU-II,deployed,off,11,fenton_H4.000,34.2081,nan,-0.0239491,0.665505,0.432092,1.06918,0.123512,0.151604,0,7.54279,0.339773,1.46837,14.3562,1.471,0.343292,0.239074,0.549055,0.21409,3.33424,3.96739
OU-II,deployed,off,11,fenton_H8.500,35.3433,nan,-0.0233047,2.10314,1.07248,2.5493,0.223034,0.310227,0,13.0724,0.712109,3.06624,23.9923,3.08274,0.352892,0.234682,0.999869,0.251569,3.59212,4.0259
OU-II,deployed,off,11,jonswap_H0.270,31.8377,nan,-0.0240258,0.00777257,0.00828813,0.00935647,0.006705,0.00632898,0.00416604,0.339554,0.0159084,0.0534438,0.583346,0.0544531,0.316067,0.176859,0.208231,0.186326,3.0401,2.55461
OU-II,deployed,off,11,jonswap_H1.500,31.8377,nan,-0.0240258,0.0775617,0.0826857,0.164757,0.0502037,0.0554757,0.0717971,2.27318,0.0950957,0.390972,4.03831,0.352913,0.330132,0.242267,0.216223,0.210237,3.21368,3.66527
OU-II,deployed,off,11,jonswap_H4.000,31.8377,nan,-0.0240258,0.243501,0.265688,0.588407,0.18589,0.17242,0.311768,5.12846,0.251187,1.04309,8.9123,0.831127,0.333719,0.213827,0.243508,0.205675,3.06918,2.23397
OU-II,deployed,off,11,jonswap_H8.500,31.8377,nan,-0.0240258,0.678843,0.623238,1.3709,0.423161,0.422013,0.834738,11.2285,0.511936,2.15464,22.0663,1.74296,0.377968,0.216098,0.398132,0.228696,3.1464,3.51085
OU-II,deployed,off,11,pmstokes_H0.270,31.8377,nan,-0.0240258,0.00785294,0.00802044,0.00881326,0.00658575,0.00618224,0.00430301,0.330099,0.015436,0.0499133,0.605193,0.0498557,0.316054,0.178878,0.208448,0.190863,3.04697,2.67818
OU-II,deployed,off,11,pmstokes_H1.500,31.8377,nan,-0.0240258,0.0725158,0.0792141,0.15315,0.0490227,0.0543692,0.0700072,2.01503,0.0928706,0.385566,3.52441,0.347642,0.330047,0.24708,0.216377,0.20705,3.20272,3.46953
OU-II,deployed,off,11,pmstokes_H4.000,31.8377,nan,-0.0240258,0.246568,0.25487,0.560845,0.178518,0.170412,0.299666,4.76704,0.247305,1.04038,8.25166,0.84498,0.337549,0.21599,0.254049,0.205799,3.03166,2.46689
OU-II,deployed,off,11,pmstokes_H8.500,31.8377,nan,-0.0240258,0.746254,0.610879,1.35069,0.426368,0.402654,0.791527,9.78963,0.50465,2.16784,19.2977,1.78784,0.392918,0.207759,0.400057,0.226456,3.20537,3.33114
OU-II,deployed,off,23,gerstner_H0.270,31.8377,nan,-0.0488114,0.0149589,0.0154281,0.0159078,0.0106339,0.00895212,0,1.01967,0.0202185,0.078711,1.61724,0.0788203,0.542312,0.622412,0.064188,0.0771415,3.12622,2.55576
OU-II,deployed,off,23,gerstner_H1.500,31.8377,nan,-0.0488114,0.148988,0.126226,0.301023,0.0591712,0.0619555,0,6.49887,0.129159,0.566316,10.7512,0.567006,0.549426,0.637308,0.162792,0.0753675,3.02305,2.51134
OU-II,deployed,off,23,gerstner_H4.000,32.7178,nan,-0.0490375,0.626293,0.438374,1.07262,0.130329,0.143407,0,15.1102,0.340508,1.46764,28.5121,1.4709,0.548294,0.634858,0.406442,0.0650857,3.02289,2.37725
OU-II,deployed,off,23,gerstner_H8.500,35.7434,nan,-0.0483697,2.13372,1.09419,2.55542,0.26742,0.280317,0,22.3722,0.720594,3.06514,44.8676,3.08196,0.544078,0.636028,1.02913,0.0892363,3.3764,2.52493
OU-II,deployed,off,23,cnoidal_H0.270,31.8377,nan,-0.0488114,0.0310852,0.0309231,0.030964,0.000140279,0.000103733,0,0.0836537,0.0501413,0.0522243,0.195245,0.052182,0.52399,0.584955,0.0677391,1.02276,2.77199,1.42888
OU-II,deployed,off,23,cnoidal_H1.500,31.8377,nan,-0.0488114,0.234913,0.234423,0.230151,0.00100506,0.000728137,0,0.299629,0.271401,0.272238,0.565847,0.271661,0.527282,0.590159,0.260281,1.83569,3.00012,3.37058
OU-II,deployed,off,23,cnoidal_H4.000,38.6441,nan,-0.0473587,0.684198,0.682969,0.659043,0.00315824,0.00198038,0,0.771871,0.74497,0.713867,1.4128,0.710129,0.5237,0.600818,0.410845,1.7617,4.55252,2.1611
OU-II,deployed,off,23,cnoidal_H8.500,37.1687,nan,-0.0481756,1.45057,1.46619,1.41758,0.00507716,0.00432711,0,1.60757,1.61549,1.47381,2.80396,1.49164,0.5173,0.619296,0.530922,0.731546,4.57054,3.6133
OU-II,deployed,off,23,fenton_H0.270,31.8377,nan,-0.048821,0.0149745,0.0153793,0.0158745,0.0105351,0.00891406,0,1.09172,0.0202224,0.078717,1.81843,0.0787619,0.542794,0.622648,0.0615871,0.0716903,3.10649,2.54402
OU-II,deployed,off,23,fenton_H1.500,31.8377,nan,-0.048821,0.14826,0.125301,0.299977,0.0600899,0.0624236,0,6.47147,0.128637,0.566739,10.7719,0.566402,0.550903,0.63832,0.135702,0.0639419,3.01786,2.4625
OU-II,deployed,off,23,fenton_H4.000,33.738,nan,-0.0485361,0.675022,0.436906,1.06918,0.132486,0.144033,0,15.1394,0.337465,1.46837,28.8321,1.471,0.546358,0.633913,0.442635,0.0989997,3.05999,2.55475
OU-II,deployed,off,23,fenton_H8.500,35.4234,nan,-0.0480389,2.1497,1.08374,2.5493,0.290831,0.282026,0,24.4355,0.714532,3.06624,46.4079,3.08274,0.549018,0.64198,0.929613,0.0831156,3.10463,2.40901
OU-II,deployed,off,23,jonswap_H0.270,31.8377,nan,-0.0488114,0.00838074,0.00829283,0.00935647,0.00830702,0.00636047,0.00416604,0.737565,0.0155229,0.0534438,1.22377,0.0544531,0.540559,0.690107,0.0637268,0.0823991,3.19286,1.76654
OU-II,deployed,off,23,jonswap_H1.500,31.8377,nan,-0.0488114,0.0804429,0.084154,0.164757,0.0537028,0.0562379,0.0717971,4.5924,0.0967366,0.390972,8.09653,0.352913,0.550944,0.630832,0.0888211,0.0832337,3.18316,2.21804
OU-II,deployed,off,23,jonswap_H4.000,31.8377,nan,-0.0488114,0.24003,0.266271,0.588407,0.174967,0.171004,0.311768,10.3956,0.244566,1.04309,17.8971,0.831127,0.558269,0.675429,0.129897,0.0947014,2.97582,0.684184
OU-II,deployed,off,23,jonswap_H8.500,31.8377,nan,-0.0488114,0.675553,0.636218,1.3709,0.435587,0.427035,0.834738,22.5126,0.519845,2.15464,44.119,1.74296,0.549108,0.6656,0.3229,0.100211,3.5789,2.22427
OU-II,deployed,off,23,pmstokes_H0.270,31.8377,nan,-0.0488114,0.00845294,0.00804111,0.00881326,0.00827935,0.00619868,0.00430301,0.705789,0.0151322,0.0499133,1.24816,0.0498557,0.540238,0.688852,0.0633238,0.0803053,3.19024,1.77474
OU-II,deployed,off,23,pmstokes_H1.500,31.8377,nan,-0.0488114,0.0755043,0.0802637,0.15315,0.0524495,0.0549936,0.0700072,4.06368,0.0945643,0.385566,7.04121,0.347642,0.550478,0.624959,0.085263,0.0868606,3.17248,2.24304
OU-II,deployed,off,23,pmstokes_H4.000,31.8377,nan,-0.0488114,0.245279,0.255577,0.560845,0.169818,0.169074,0.299666,9.66535,0.240758,1.04038,16.5751,0.84498,0.556762,0.673563,0.137842,0.0911451,2.91446,0.49225
OU-II,deployed,off,23,pmstokes_H8.500,31.8377,nan,-0.0488114,0.745131,0.623575,1.35069,0.447424,0.411412,0.791527,19.5973,0.512509,2.16784,38.3981,1.78784,0.551016,0.678602,0.33238,0.107361,3.51439,2.37886
OU-II,deployed,off,202,gerstner_H0.270,31.8377,nan,-0.0581087,0.0153055,0.0153477,0.0159078,0.0100813,0.00883454,0,1.2566,0.0205475,0.078711,1.9989,0.0788203,0.231577,0.314144,0.263616,0.24626,0.202549,1.08947
OU-II,deployed,off,202,gerstner_H1.500,31.8377,nan,-0.0581087,0.147928,0.124724,0.301023,0.0570732,0.0593524,0,7.67917,0.131178,0.566316,12.6923,0.567006,0.233413,0.32419,0.313494,0.259384,0.407234,1.16715
OU-II,deployed,off,202,gerstner_H4.000,33.4829,nan,-0.058146,0.69139,0.432331,1.07262,0.124551,0.134946,0,17.7566,0.343917,1.46764,33.687,1.4709,0.230075,0.321789,0.478183,0.335929,0.804572,1.33122
OU-II,deployed,off,202,gerstner_H8.500,35.7084,nan,-0.0575635,2.15242,1.07903,2.55542,0.254568,0.256568,0,26.5346,0.72701,3.06514,53.0508,3.08196,0.237916,0.323247,1.00366,0.288772,1.67872,1.20282
OU-II,deployed,off,202,cnoidal_H0.270,31.8377,nan,-0.0581087,0.0310701,0.0309008,0.030964,0.000131208,9.7883e-05,0,0.102837,0.0501468,0.0522243,0.250712,0.052182,0.222911,0.289621,0.279526,1.28231,0.376733,4.06993
OU-II,deployed,off,202,cnoidal_H1.500,31.8377,nan,-0.0581087,0.234808,0.234235,0.230151,0.000490172,0.00102593,0,0.315782,0.27137,0.272238,0.608736,0.271661,0.224423,0.298069,0.268662,2.09371,0.405013,6.34526
OU-II,deployed,off,202,cnoidal_H4.000,38.554,nan,-0.0564041,0.684031,0.682513,0.659043,0.00132841,0.00338381,0,0.80138,0.744747,0.713867,1.50862,0.710129,0.223038,0.300239,0.578013,2.05547,2.10782,5.6351
OU-II,deployed,off,202,cnoidal_H8.500,37.2388,nan,-0.0571982,1.45111,1.4663,1.41758,0.00127553,0.00216163,0,1.63585,1.61546,1.47381,2.93924,1.49164,0.219017,0.31543,0.549614,0.977563,1.59939,1.99661
OU-II,deployed,off,202,fenton_H0.270,31.8377,nan,-0.0581183,0.0152762,0.0152999,0.0158745,0.0103382,0.00879875,0,1.36148,0.0205548,0.078717,2.26348,0.0787619,0.231519,0.31432,0.267108,0.253539,0.239392,1.10477
OU-II,deployed,off,202,fenton_H1.500,31.8377,nan,-0.0581183,0.147106,0.12377,0.299977,0.0576427,0.0599527,0,7.65715,0.130635,0.566739,12.7315,0.566402,0.234362,0.324947,0.287291,0.280078,0.38448,1.22278
OU-II,deployed,off,202,fenton_H4.000,32.6828,nan,-0.0585043,0.624391,0.430925,1.06918,0.13212,0.134414,0,18.0322,0.340486,1.46837,34.1282,1.471,0.235187,0.320415,0.582468,0.235363,0.782363,1.09719
OU-II,deployed,off,202,fenton_H8.500,35.4434,nan,-0.057378,2.15242,1.06828,2.5493,0.239682,0.262521,0,28.5419,0.72093,3.06624,54.4772,3.08274,0.233798,0.327635,1.04169,0.319135,1.20192,1.27217
OU-II,deployed,off,202,jonswap_H0.270,31.8377,nan,-0.0581087,0.00854415,0.00824746,0.00935647,0.0075157,0.00634034,0.00416604,0.96085,0.0157486,0.0534438,1.57233,0.0544531,0.232822,0.385483,0.25687,0.232023,0.275386,0.601462
OU-II,deployed,off,202,jonswap_H1.500,31.8377,nan,-0.0581087,0.0795228,0.0831813,0.164757,0.0513194,0.0554902,0.0717971,5.43584,0.0969768,0.390972,9.55282,0.352913,0.23803,0.318359,0.26181,0.247076,0.549254,1.07275
OU-II,deployed,off,202,jonswap_H4.000,31.8377,nan,-0.0581087,0.240594,0.263885,0.588407,0.180443,0.170837,0.311768,12.2759,0.248081,1.04309,21.1132,0.831127,0.248247,0.368892,0.288713,0.237178,0.317899,0.681083
OU-II,deployed,off,202,jonswap_H8.500,31.8377,nan,-0.0581087,0.671134,0.627525,1.3709,0.42654,0.423699,0.834738,26.6014,0.520084,2.15464,52.1289,1.74296,0.254572,0.351686,0.417488,0.253815,1.21457,1.31135
OU-II,deployed,off,202,pmstokes_H0.270,31.8377,nan,-0.0581087,0.00855072,0.00801915,0.00881326,0.00734972,0.00618173,0.00430301,0.92836,0.0153191,0.0499133,1.60486,0.0498557,0.232621,0.383162,0.257353,0.236321,0.25137,0.719517
OU-II,deployed,off,202,pmstokes_H1.500,31.8377,nan,-0.0581087,0.0747882,0.0794528,0.15315,0.0503208,0.054346,0.0700072,4.81236,0.0947352,0.385566,8.32161,0.347642,0.236975,0.311988,0.261562,0.242388,0.530129,1.11157
OU-II,deployed,off,202,pmstokes_H4.000,31.8377,nan,-0.0581087,0.244877,0.252989,0.560845,0.174484,0.168873,0.299666,11.4035,0.244409,1.04038,19.5375,0.84498,0.247816,0.366258,0.300213,0.241746,0.266136,0.879378
OU-II,deployed,off,202,pmstokes_H8.500,31.8377,nan,-0.0581087,0.740856,0.615168,1.35069,0.435098,0.40747,0.791527,23.1623,0.512758,2.16784,45.3445,1.78784,0.26262,0.363659,0.419388,0.243785,1.2048,1.47425
OU-II,deployed,off,3033,gerstner_H0.270,31.8377,nan,-0.0569939,0.0156466,0.0154025,0.0159078,0.00973793,0.00896272,0,1.22135,0.0202106,0.078711,1.93968,0.0788203,0.0278946,0.103712,0.0656119,0.0794599,4.71155,5.433
OU-II,deployed,off,3033,gerstner_H1.500,31.8377,nan,-0.0569939,0.150435,0.126355,0.301023,0.057949,0.0646014,0,7.51642,0.129137,0.566316,12.4257,0.567006,0.0324884,0.109857,0.163486,0.0791543,4.77152,5.47753
OU-II,deployed,off,3033,gerstner_H4.000,32.7428,nan,-0.0573191,0.645302,0.437775,1.07262,0.15489,0.164451,0,17.5706,0.340132,1.46764,33.0937,1.4709,0.0398381,0.109833,0.435059,0.0647127,4.83202,5.63151
OU-II,deployed,off,3033,gerstner_H8.500,35.7134,nan,-0.0564409,2.14447,1.09184,2.55542,0.372603,0.337193,0,25.9384,0.721749,3.06514,51.8861,3.08196,0.0566638,0.113541,1.02226,0.0904378,4.98103,5.49338
OU-II,deployed,off,3033,cnoidal_H0.270,31.8377,nan,-0.0569939,0.0310928,0.0309224,0.030964,0.000134119,0.000112003,0,0.0998375,0.0501467,0.0522243,0.242511,0.052182,0.0253215,0.0903741,0.0678486,1.00816,4.76868,7.77226
OU-II,deployed,off,3033,cnoidal_H1.500,31.8377,nan,-0.0569939,0.234939,0.234377,0.230151,0.000901634,0.00153862,0,0.313571,0.271423,0.272238,0.604356,0.271661,0.0257905,0.0993829,0.260465,1.82571,4.68542,9.63974
OU-II,deployed,off,3033,cnoidal_H4.000,38.519,nan,-0.0552206,0.684199,0.68263,0.659043,0.00279173,0.00565712,0,0.797328,0.744895,0.713867,1.49525,0.710129,0.0242282,0.101814,0.410087,1.78591,4.95944,9.5309
OU-II,deployed,off,3033,cnoidal_H8.500,37.2388,nan,-0.0560834,1.45078,1.46598,1.41758,0.00429409,0.00583243,0,1.6317,1.61549,1.47381,2.92132,1.49164,0.0233555,0.113007,0.530516,0.793381,5.36494,6.65467
OU-II,deployed,off,3033,fenton_H0.270,31.8377,nan,-0.0570035,0.0155521,0.0153563,0.0158745,0.0100999,0.00892512,0,1.32134,0.0202194,0.078717,2.19705,0.0787619,0.0281473,0.103698,0.0622138,0.0731792,4.73446,5.44646
OU-II,deployed,off,3033,fenton_H1.500,31.8377,nan,-0.0570035,0.148599,0.125424,0.299977,0.0598772,0.0651683,0,7.49244,0.128541,0.566739,12.4617,0.566402,0.0347104,0.110798,0.136146,0.0650093,4.77609,5.5309
OU-II,deployed,off,3033,fenton_H4.000,38.9841,nan,-0.0562096,0.656443,0.436583,1.06918,0.141659,0.161928,0,15.5302,0.336979,1.46837,31.1474,1.471,0.0456486,0.108133,0.981941,0.106518,5.28449,5.40213
OU-II,deployed,off,3033,fenton_H8.500,35.4434,nan,-0.0562632,2.16909,1.08147,2.5493,0.242444,0.342831,0,27.9592,0.71583,3.06624,53.3336,3.08274,0.0601472,0.116584,0.943412,0.0823725,4.96514,5.56218
OU-II,deployed,off,3033,jonswap_H0.270,31.8377,nan,-0.0569939,0.00900512,0.00835638,0.00935647,0.00714013,0.0063363,0.00416604,0.929156,0.0156357,0.0534438,1.52497,0.0544531,0.0306357,0.177164,0.0652853,0.083983,4.37935,2.84213
OU-II,deployed,off,3033,jonswap_H1.500,31.8377,nan,-0.0569939,0.0802869,0.0833065,0.164757,0.0494605,0.0546963,0.0717971,5.32339,0.0951709,0.390972,9.35703,0.352913,0.0515758,0.104453,0.0909019,0.0871786,4.39863,2.92267
OU-II,deployed,off,3033,jonswap_H4.000,31.8377,nan,-0.0569939,0.248501,0.268055,0.588407,0.191643,0.172536,0.311768,12.0038,0.247459,1.04309,20.6576,0.831127,0.0678994,0.155311,0.130467,0.102186,4.27105,1.81112
OU-II,deployed,off,3033,jonswap_H8.500,31.8377,nan,-0.0569939,0.684768,0.631283,1.3709,0.421742,0.415167,0.834738,26.0579,0.514957,2.15464,51.0722,1.74296,0.141005,0.141416,0.319995,0.103856,4.06393,2.66335
OU-II,deployed,off,3033,pmstokes_H0.270,31.8377,nan,-0.0569939,0.00910347,0.00812879,0.00881326,0.00680164,0.00619647,0.00430301,0.897278,0.0152316,0.0499133,1.55718,0.0498557,0.0304869,0.174828,0.0650173,0.082036,4.41051,3.14088
OU-II,deployed,off,3033,pmstokes_H1.500,31.8377,nan,-0.0569939,0.0757318,0.0797243,0.15315,0.0483805,0.0536201,0.0700072,4.71211,0.0929329,0.385566,8.15024,0.347642,0.0487367,0.0984822,0.0872711,0.0912241,4.38591,2.70154
OU-II,deployed,off,3033,pmstokes_H4.000,31.8377,nan,-0.0569939,0.251119,0.256903,0.560845,0.184354,0.170487,0.299666,11.1496,0.243607,1.04038,19.1166,0.84498,0.0744318,0.153301,0.138638,0.0985871,4.26882,2.02409
OU-II,deployed,off,3033,pmstokes_H8.500,31.8377,nan,-0.0569939,0.752772,0.618463,1.35069,0.422901,0.395968,0.791527,22.6973,0.50685,2.16784,44.4328,1.78784,0.165649,0.153035,0.329948,0.111225,4.11441,2.45589
OU-II,deployed,on,default,gerstner_H0.270,31.8377,nan,0.0482045,0.0177253,0.0137944,0.0159078,0.0120618,0.00820159,0,0.466868,0.0222249,0.078711,0.826146,0.0788203,0.042223,0.127946,0.147335,0.100789,1.39875,1.59092
OU-II,deployed,on,default,gerstner_H1.500,31.8377,nan,0.0482045,0.156601,0.132674,0.301023,0.0642374,0.0619076,0,1.93067,0.131913,0.566316,2.90439,0.567006,0.0544199,0.132237,0.189988,0.112504,1.02466,1.81903
OU-II,deployed,on,default,gerstner_H4.000,51.4468,nan,0.0480851,0.729797,0.462873,1.07262,0.128076,0.157029,0,4.49939,0.342967,1.46764,8.16869,1.4709,0.0702509,0.140566,1.72477,0.143604,4.41576,2.02883
OU-II,deployed,on,default,gerstner_H8.500,36.0485,nan,0.0491839,2.11077,1.15192,2.55542,0.290446,0.313637,0,11.5742,0.713468,3.06514,19.015,3.08196,0.087063,0.144634,1.06191,0.15448,1.91451,1.95283
OU-II,deployed,on,default,cnoidal_H0.270,33.1229,nan,0.0480994,0.0311427,0.0309827,0.030964,0.000187724,7.15384e-05,0,0.0528546,0.052106,0.0522243,0.0972578,0.052182,0.0357985,0.136433,0.162212,0.198469,1.64598,0.927248
OU-II,deployed,on,default,cnoidal_H1.500,35.7084,nan,0.0493509,0.23233,0.233185,0.230151,0.000337998,0.000307533,0,0.27457,0.274861,0.272238,0.414516,0.271661,0.0360974,0.142511,0.237029,0.198486,1.76226,0.837068
OU-II,deployed,on,default,cnoidal_H4.000,39.0941,nan,0.0501112,0.674689,0.674311,0.659043,0.000919555,0.000920766,0,0.726001,0.729229,0.713867,1.08753,0.710129,0.0367683,0.139247,0.434705,0.463553,2.70967,1.43932
OU-II,deployed,on,default,cnoidal_H8.500,36.8587,nan,0.049318,1.43276,1.44681,1.41758,0.00104827,0.00110573,0,1.52556,1.51133,1.47381,2.26408,1.49164,0.0347484,0.150371,0.45574,0.343024,2.26692,0.353868
OU-II,deployed,on,default,fenton_H0.270,31.8377,nan,0.0482048,0.0161441,0.0137207,0.0158745,0.0113,0.00814353,0,0.395122,0.0222119,0.078717,0.688951,0.0787619,0.0405665,0.127728,0.147046,0.100329,1.20615,1.61256
OU-II,deployed,on,default,fenton_H1.500,31.8377,nan,0.0482048,0.163825,0.131135,0.299977,0.0575404,0.061408,0,1.91426,0.131393,0.566739,2.82771,0.566402,0.0547826,0.132989,0.200399,0.112738,0.997084,1.79114
